,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalGasto,Churn
3043,Feminino,0,Sim,Nao,10,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.1,184.4,Nao
3044,Masculino,1,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,69.1,69.1,Sim
3045,Masculino,0,Sim,Sim,47,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,54.25,2538.2,Nao
3046,Masculino,0,Nao,Nao,44,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,20.4,905.55,Nao
3047,Masculino,0,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,78.5,242.05,Sim
3048,Feminino,0,Nao,Nao,8,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,BoletoEletronico,71.15,563.65,Sim
3049,Masculino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.6,330.25,Nao
3050,Masculino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,DebitoAutomatico,82.3,5815.15,Nao
3051,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,45.8,45.8,Sim
3052,Feminino,1,Sim,Nao,71,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,2 anos,Nao,CartaoCredito,89.45,6435.25,Nao
3053,Feminino,1,Sim,Nao,56,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Anual,Sim,CartaoCredito,68.45,4014,Nao
3054,Feminino,0,Sim,Sim,3,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.3,54.7,Nao
3055,Masculino,0,Sim,Sim,11,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,65.15,723.35,Nao
3056,Feminino,0,Nao,Nao,60,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,80.55,4847.05,Nao
3057,Feminino,1,Sim,Nao,42,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,DebitoAutomatico,105.2,4599.15,Nao
3058,Feminino,0,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,50.95,123.05,Nao
3059,Feminino,0,Nao,Nao,9,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,CartaoCredito,20.45,147.55,Nao
3060,Masculino,0,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,75.1,75.1,Nao
3061,Masculino,0,Sim,Sim,52,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,BoletoImpresso,50.2,2554,Nao
3062,Masculino,1,Nao,Nao,35,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.05,3395.8,Sim
3063,Masculino,0,Nao,Sim,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoEletronico,19.4,374.5,Sim
3064,Feminino,0,Sim,Nao,15,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,75.35,1114.55,Nao
3065,Masculino,0,Nao,Nao,17,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.8,1207,Nao
3066,Masculino,0,Nao,Nao,30,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,90.25,2755.35,Sim
3067,Feminino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,95.85,95.85,Nao
3068,Masculino,0,Sim,Nao,10,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,85.25,855.3,Sim
3069,Feminino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,70.15,886.7,Nao
3070,Masculino,0,Sim,Nao,4,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.2,420.2,Sim
3071,Feminino,1,Nao,Nao,3,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,70.4,204.7,Sim
3072,Feminino,0,Nao,Nao,59,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Nao,CartaoCredito,79.85,4786.1,Nao
3073,Feminino,0,Nao,Nao,2,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,69.75,144.55,Sim
3074,Feminino,0,Sim,Sim,14,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,80.9,1152.8,Nao
3075,Masculino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,25.15,25.15,Sim
3076,Masculino,1,Sim,Nao,43,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,103.0,4414.3,Sim
3077,Feminino,0,Nao,Nao,16,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.75,1129.35,Nao
3078,Masculino,1,Nao,Nao,53,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,54.45,2854.55,Sim
3079,Feminino,0,Nao,Sim,4,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,25.45,84.2,Nao
3080,Feminino,0,Nao,Nao,16,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,75.1,1212.85,Nao
3081,Feminino,0,Nao,Nao,43,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Anual,Nao,BoletoEletronico,55.45,2444.25,Nao
3082,Masculino,1,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,81.25,585.95,Sim
3083,Masculino,0,Sim,Sim,6,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,49.15,295.65,Nao
3084,Feminino,0,Nao,Nao,72,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,111.6,8012.75,Nao
3085,Feminino,0,Sim,Sim,60,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,49.75,3069.45,Nao
3086,Masculino,0,Sim,Sim,0,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,19.7, ,Nao
3087,Feminino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.05,39.25,Nao
3088,Feminino,0,Sim,Nao,55,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,90.15,4916.95,Nao
3089,Feminino,0,Sim,Nao,56,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,98.7,5669.5,Nao
3090,Masculino,0,Sim,Sim,71,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Nao,Nao,2 anos,Sim,BoletoEletronico,84.8,6152.4,Nao
3091,Masculino,0,Nao,Nao,2,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,62.05,118.3,Sim
3092,Feminino,0,Sim,Nao,64,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,105.4,6794.75,Nao
3093,Feminino,0,Nao,Nao,42,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Anual,Nao,CartaoCredito,73.9,3160.55,Sim
3094,Masculino,1,Sim,Nao,25,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Nao,Sim,Anual,Sim,BoletoEletronico,89.05,2177.45,Sim
3095,Feminino,0,Sim,Sim,5,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,49.4,232.55,Nao
3096,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,116.6,8337.45,Nao
3097,Feminino,1,Sim,Nao,33,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,80.6,2656.5,Sim
3098,Masculino,1,Sim,Nao,32,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,85.3,2661.1,Sim
3099,Masculino,0,Sim,Sim,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.1,85.1,Nao
3100,Feminino,0,Sim,Nao,3,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,74.1,228,Sim
3101,Feminino,1,Sim,Nao,6,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.35,474.9,Sim
3102,Masculino,0,Nao,Nao,69,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,106.5,7348.8,Sim
3103,Feminino,0,Nao,Nao,13,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.5,1011.8,Nao
3104,Masculino,0,Sim,Sim,22,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,DebitoAutomatico,75.0,1573.95,Nao
3105,Masculino,0,Sim,Nao,61,Sim,Sim,DSL,Sim,Nao,Sim,Nao,Nao,Sim,2 anos,Sim,BoletoImpresso,69.9,4226.7,Nao
3106,Feminino,1,Nao,Nao,33,Nao,SemTelefone,DSL,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,59.45,1884.65,Nao
3107,Masculino,0,Sim,Nao,41,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,73.0,3001.2,Sim
3108,Feminino,0,Sim,Nao,45,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Nao,BoletoImpresso,113.3,5032.25,Nao
3109,Masculino,1,Sim,Nao,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,90.05,6333.4,Nao
3110,Masculino,0,Sim,Sim,55,Sim,Nao,DSL,Sim,Sim,Nao,Sim,Nao,Nao,2 anos,Nao,DebitoAutomatico,57.55,3046.4,Sim
3111,Masculino,0,Sim,Sim,52,Nao,SemTelefone,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Anual,Nao,DebitoAutomatico,44.25,2276.1,Nao
3112,Masculino,0,Nao,Nao,3,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,40.15,130.75,Sim
3113,Feminino,0,Nao,Nao,30,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.2,2983.8,Sim
3114,Masculino,1,Nao,Nao,70,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,45.25,3264.45,Sim
3115,Feminino,0,Nao,Sim,9,Sim,Nao,Fibra,Sim,Nao,Sim,Sim,Nao,Sim,Mensal,Nao,DebitoAutomatico,93.0,870.25,Nao
3116,Masculino,0,Sim,Sim,21,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.8,350.1,Nao
3117,Feminino,0,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,75.75,4264.25,Nao
3118,Masculino,0,Nao,Nao,41,Sim,Sim,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Nao,BoletoImpresso,65.0,2531.8,Nao
3119,Feminino,0,Nao,Sim,62,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,26.0,1638.7,Nao
3120,Feminino,0,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,79.55,79.55,Sim
3121,Feminino,1,Nao,Nao,67,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,54.9,3725.5,Nao
3122,Feminino,0,Sim,Nao,63,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,79.7,4786.15,Nao
3123,Masculino,0,Sim,Nao,38,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Anual,Nao,CartaoCredito,69.0,2669.45,Nao
3124,Feminino,0,Sim,Nao,70,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,57.8,4039.3,Nao
3125,Masculino,0,Sim,Sim,38,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoEletronico,19.6,717.3,Nao
3126,Feminino,0,Sim,Sim,5,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,30.5,167.2,Nao
3127,Masculino,0,Nao,Nao,24,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,49.7,1167.8,Nao
3128,Masculino,0,Sim,Nao,16,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,73.85,1284.2,Sim
3129,Feminino,0,Nao,Nao,68,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Nao,Nao,2 anos,Nao,BoletoImpresso,38.9,2719.2,Nao
3130,Feminino,0,Sim,Sim,57,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.6,5611.7,Nao
3131,Masculino,1,Sim,Nao,60,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,104.35,6339.45,Nao
3132,Feminino,0,Nao,Nao,29,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Anual,Sim,CartaoCredito,71.0,2080.1,Nao
3133,Feminino,0,Sim,Sim,9,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Anual,Sim,BoletoImpresso,65.6,593.3,Nao
3134,Feminino,0,Sim,Nao,71,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,25.95,1801.9,Nao
3135,Feminino,0,Nao,Nao,24,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,54.15,1240.25,Sim
3136,Masculino,1,Nao,Nao,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,49.25,91.1,Sim
3137,Masculino,0,Nao,Sim,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.55,1357.1,Nao
3138,Masculino,0,Sim,Nao,54,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,104.3,5278.15,Sim
3139,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,113.65,8124.2,Nao
3140,Masculino,0,Nao,Nao,52,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.65,1025.05,Nao
3141,Masculino,0,Nao,Sim,71,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Sim,CartaoCredito,76.9,5522.7,Nao
3142,Feminino,1,Nao,Nao,5,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,78.95,378.4,Sim
3143,Masculino,0,Sim,Nao,42,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoEletronico,20.25,835.5,Nao
3144,Feminino,0,Sim,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,44.6,80.55,Sim
3145,Masculino,0,Nao,Nao,11,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.55,824.75,Sim
3146,Feminino,0,Sim,Sim,41,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Mensal,Nao,CartaoCredito,79.9,3326.2,Sim
3147,Feminino,0,Sim,Sim,68,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,88.0,6161.9,Nao
3148,Feminino,1,Sim,Nao,50,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,95.05,4888.7,Sim
3149,Masculino,0,Sim,Nao,53,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,93.9,5029.2,Sim
3150,Feminino,0,Sim,Sim,8,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,83.55,680.05,Sim
3151,Feminino,0,Sim,Nao,50,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoImpresso,104.4,5232.9,Nao
3152,Feminino,0,Nao,Nao,50,Sim,Nao,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoImpresso,100.2,5038.45,Nao
3153,Feminino,0,Nao,Nao,8,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,60.0,487.75,Nao
3154,Feminino,0,Nao,Nao,10,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,29.75,301.9,Nao
3155,Feminino,0,Sim,Sim,37,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,24.1,861.85,Nao
3156,Feminino,0,Sim,Sim,49,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Mensal,Nao,DebitoAutomatico,61.75,3024.15,Nao
3157,Feminino,0,Sim,Nao,17,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Nao,Nao,Mensal,Sim,CartaoCredito,35.65,646.05,Nao
3158,Masculino,0,Sim,Sim,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.7,258.35,Nao
3159,Masculino,0,Sim,Sim,23,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,99.85,2331.3,Sim
3160,Feminino,0,Sim,Sim,71,Nao,SemTelefone,DSL,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Nao,BoletoImpresso,58.65,4145.25,Nao
3161,Feminino,0,Sim,Sim,71,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Nao,CartaoCredito,77.55,5574.35,Nao
3162,Masculino,0,Sim,Nao,24,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,89.25,2210.2,Nao
3163,Masculino,0,Sim,Sim,45,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Anual,Nao,CartaoCredito,78.75,3600.65,Nao
3164,Masculino,0,Sim,Sim,42,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Nao,CartaoCredito,63.7,2763.35,Nao
3165,Feminino,0,Nao,Nao,18,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,96.05,1740.7,Sim
3166,Feminino,0,Sim,Nao,26,Sim,Nao,DSL,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,CartaoCredito,73.5,1905.7,Nao
3167,Masculino,0,Nao,Sim,9,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,55.35,449.75,Sim
3168,Feminino,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,44.45,82.7,Nao
3169,Feminino,0,Sim,Sim,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,44.8,220.45,Nao
3170,Masculino,1,Sim,Nao,6,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,84.2,519.15,Sim
3171,Masculino,1,Nao,Nao,52,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoEletronico,110.75,5832,Nao
3172,Masculino,0,Nao,Nao,57,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,74.35,4317.35,Nao
3173,Masculino,0,Nao,Nao,29,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,75.35,2243.9,Nao
3174,Feminino,0,Sim,Sim,67,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,24.9,1680.25,Nao
3175,Feminino,0,Nao,Nao,42,Sim,Sim,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,105.2,4400.75,Sim
3176,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.3,228.75,Nao
3177,Masculino,0,Sim,Sim,7,Nao,SemTelefone,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,34.5,279.25,Sim
3178,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.4,266.6,Nao
3179,Feminino,0,Sim,Nao,13,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,48.75,633.4,Sim
3180,Masculino,0,Nao,Nao,31,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mensal,Sim,BoletoEletronico,71.05,2168.15,Nao
3181,Masculino,0,Sim,Sim,9,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,29.95,248.95,Sim
3182,Masculino,0,Nao,Nao,63,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,20.5,1328.15,Nao
3183,Masculino,1,Sim,Nao,45,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Sim,Nao,Anual,Sim,DebitoAutomatico,98.7,4525.8,Nao
3184,Feminino,1,Sim,Nao,12,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Anual,Sim,BoletoEletronico,79.2,943.85,Nao
3185,Masculino,0,Sim,Nao,41,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.25,3439,Nao
3186,Masculino,0,Nao,Nao,5,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,21.05,113.85,Sim
3187,Masculino,1,Sim,Nao,71,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,CartaoCredito,46.35,3353.4,Nao
3188,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,78.95,5730.15,Nao
3189,Masculino,0,Sim,Nao,9,Sim,Sim,DSL,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Sim,CartaoCredito,69.05,653.95,Nao
3190,Feminino,0,Sim,Sim,51,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Sim,BoletoEletronico,90.15,4554.85,Nao
3191,Feminino,0,Sim,Sim,35,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Anual,Nao,BoletoImpresso,40.9,1383.6,Nao
3192,Masculino,0,Sim,Nao,56,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,100.55,5514.95,Nao
3193,Feminino,1,Nao,Nao,18,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,74.7,1294.6,Nao
3194,Masculino,0,Nao,Nao,44,Sim,Sim,Fibra,Sim,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,111.5,4915.15,Nao
3195,Feminino,0,Sim,Sim,48,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,CartaoCredito,29.5,1423.05,Nao
3196,Feminino,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Sim,Sim,Nao,Sim,Anual,Nao,CartaoCredito,64.9,697.25,Nao
3197,Masculino,0,Sim,Sim,71,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,2 anos,Sim,DebitoAutomatico,106.0,7723.7,Sim
